FID,年份,X_97,Y_97,資料來源
67,2016,181913.79,2510546.60,中央災害應變中心
68,2016,167456.39,2546422.43,中央災害應變中心
69,2016,183185.55,2509549.09,中央災害應變中心
70,2016,166524.48,2545641.46,中央災害應變中心
71,2016,173203.80,2550130.96,中央災害應變中心
72,2016,187766.19,2530615.42,中央災害應變中心
73,2016,164141.57,2570778.92,中央災害應變中心
74,2016,170907.77,2549102.94,中央災害應變中心
75,2016,173285.87,2541402.11,中央災害應變中心
76,2016,175434.28,2554181.65,中央災害應變中心
77,2016,173540.87,2544350.24,中央災害應變中心
78,2016,177720.53,2551038.16,中央災害應變中心
79,2016,170920.37,2549078.77,中央災害應變中心
80,2016,196148.46,2527861.13,中央災害應變中心
81,2016,199937.46,2538939.41,中央災害應變中心
82,2016,195622.77,2526924.65,中央災害應變中心
83,2016,173186.12,2537024.28,中央災害應變中心
84,2016,173269.71,2544221.84,中央災害應變中心
85,2016,175113.13,2502953.75,中央災害應變中心
86,2016,176106.59,2504175.85,中央災害應變中心
87,2016,175609.48,2505967.31,中央災害應變中心
88,2016,171119.27,2601892.50,中央災害應變中心
89,2016,156751.82,2554698.33,中央災害應變中心
90,2016,160694.65,2562241.59,中央災害應變中心
91,2016,189176.52,2618757.49,中央災害應變中心
92,2016,199053.13,2536906.13,中央災害應變中心
93,2016,198328.82,2535615.61,中央災害應變中心
94,2016,182188.16,2627889.11,中央災害應變中心
95,2016,189097.81,2526462.32,中央災害應變中心
96,2016,178457.18,2609083.94,中央災害應變中心
97,2016,176193.65,2518887.31,中央災害應變中心
98,2016,200436.15,2518922.08,中央災害應變中心
99,2016,185677.05,2554680.52,中央災害應變中心
100,2016,179300.85,2517378.09,中央災害應變中心
101,2016,176239.47,2519667.97,中央災害應變中心
102,2016,170114.59,2558653.98,中央災害應變中心
103,2016,181107.84,2563233.65,中央災害應變中心
104,2016,187619.20,2531819.07,中央災害應變中心
105,2016,169478.94,2576022.29,中央災害應變中心
106,2016,176978.79,2507101.41,中央災害應變中心
107,2016,327416.86,2743608.74,中央災害應變中心
108,2016,167388.87,2549370.47,中央災害應變中心
109,2016,180161.59,2514906.42,中央災害應變中心
110,2016,162893.25,2550950.93,中央災害應變中心
111,2016,168297.67,2550168.02,中央災害應變中心
112,2016,174296.65,2543857.62,中央災害應變中心
113,2016,167747.75,2550370.04,中央災害應變中心
114,2016,165680.37,2551890.34,中央災害應變中心
115,2016,184630.85,2505798.54,中央災害應變中心
116,2016,165229.12,2551619.74,中央災害應變中心
117,2016,166915.82,2549974.10,中央災害應變中心
118,2016,168611.09,2549138.45,中央災害應變中心
119,2016,195413.38,2598286.33,中央災害應變中心
120,2016,166911.48,2549967.71,中央災害應變中心
121,2016,164868.10,2550167.52,中央災害應變中心
122,2016,166844.10,2545627.12,中央災害應變中心
123,2016,166176.38,2544331.41,中央災害應變中心
124,2016,166142.92,2548976.07,中央災害應變中心
125,2016,173742.16,2546407.26,中央災害應變中心
126,2016,170685.21,2545706.79,中央災害應變中心
127,2016,169261.81,2544492.21,中央災害應變中心
128,2016,166421.11,2536330.42,中央災害應變中心
129,2016,167657.90,2546346.97,中央災害應變中心
130,2016,303432.14,2643146.31,中央災害應變中心
131,2016,176750.13,2606006.84,中央災害應變中心
132,2016,304179.66,2645975.78,中央災害應變中心
133,2016,182468.13,2557106.93,中央災害應變中心
134,2016,173840.90,2545172.83,中央災害應變中心
135,2016,170325.56,2535222.67,中央災害應變中心
136,2016,181708.46,2515343.96,中央災害應變中心
137,2016,167828.05,2550225.19,中央災害應變中心
138,2016,167337.50,2549410.37,中央災害應變中心
139,2016,173462.23,2544388.00,中央災害應變中心
140,2016,195053.74,2597041.58,中央災害應變中心
141,2016,178466.99,2609086.79,中央災害應變中心
142,2016,176968.81,2549546.61,中央災害應變中心
143,2016,168328.98,2549583.85,中央災害應變中心
144,2016,183093.80,2505268.68,中央災害應變中心
145,2016,174112.32,2547444.22,中央災害應變中心
146,2016,163634.19,2574411.73,中央災害應變中心
147,2016,168571.67,2525679.74,中央災害應變中心
148,2016,178524.28,2609412.45,中央災害應變中心
149,2016,194935.59,2526144.96,中央災害應變中心
150,2016,167022.61,2539808.56,中央災害應變中心
151,2016,165818.67,2552174.81,中央災害應變中心
152,2016,166054.19,2552291.19,中央災害應變中心
153,2016,165646.30,2552031.35,中央災害應變中心
154,2016,167498.09,2540336.08,中央災害應變中心
155,2016,166983.07,2591760.73,中央災害應變中心
156,2016,185829.25,2518387.80,中央災害應變中心
157,2016,168269.13,2553862.39,中央災害應變中心
158,2016,159597.25,2550867.52,中央災害應變中心
159,2016,187134.06,2531555.45,中央災害應變中心
160,2016,192430.42,2591709.83,中央災害應變中心
161,2016,159600.39,2550863.52,中央災害應變中心
162,2016,170067.98,2553436.69,中央災害應變中心
163,2016,173801.07,2546203.17,中央災害應變中心
164,2016,173035.91,2537307.46,中央災害應變中心
165,2016,161299.61,2564438.96,中央災害應變中心
166,2016,157306.17,2563703.63,中央災害應變中心
167,2016,172692.24,2560363.56,中央災害應變中心
168,2016,170656.49,2535825.37,中央災害應變中心
169,2016,175668.26,2513759.01,中央災害應變中心
170,2016,179858.31,2513730.76,中央災害應變中心
171,2016,162081.94,2551955.36,中央災害應變中心
172,2016,169451.60,2550247.32,中央災害應變中心
173,2016,165644.95,2561647.15,中央災害應變中心
174,2016,162749.65,2553210.70,中央災害應變中心
175,2016,303321.17,2781486.00,中央災害應變中心
176,2016,165751.76,2543745.80,中央災害應變中心
177,2016,304661.20,2765072.16,中央災害應變中心
178,2016,304660.50,2765070.49,中央災害應變中心
179,2016,310307.76,2771419.17,中央災害應變中心
180,2016,302573.36,2768156.26,中央災害應變中心
181,2016,307044.71,2769149.29,中央災害應變中心
182,2016,301649.46,2781070.46,中央災害應變中心
183,2016,301649.45,2781067.97,中央災害應變中心
184,2016,305744.54,2775392.48,中央災害應變中心
185,2016,303827.02,2767866.23,中央災害應變中心
186,2016,306365.90,2764160.66,中央災害應變中心
187,2016,305536.27,2775200.67,中央災害應變中心
188,2016,304252.59,2768733.72,中央災害應變中心
189,2016,310093.45,2762378.49,中央災害應變中心
190,2016,306954.88,2766329.31,中央災害應變中心
191,2016,167517.35,2544428.44,中央災害應變中心
192,2016,183173.00,2505905.09,中央災害應變中心
193,2016,172866.46,2537606.93,中央災害應變中心
194,2016,188369.65,2498680.87,中央災害應變中心
195,2016,167332.34,2558563.27,中央災害應變中心
196,2016,166902.05,2544998.01,中央災害應變中心
197,2016,167657.07,2550464.74,中央災害應變中心
198,2016,163750.85,2578352.15,中央災害應變中心
199,2016,169426.77,2549481.56,中央災害應變中心
200,2016,168561.98,2548507.57,中央災害應變中心
201,2016,169098.73,2550030.31,中央災害應變中心
202,2016,165858.67,2536512.90,中央災害應變中心
203,2016,168625.78,2553637.57,中央災害應變中心
204,2016,172065.29,2541378.05,中央災害應變中心
205,2016,167332.15,2558561.55,中央災害應變中心
206,2016,163209.33,2560711.20,中央災害應變中心
207,2016,176996.32,2521048.15,中央災害應變中心
208,2016,161817.94,2571258.56,中央災害應變中心
209,2016,157722.15,2570431.93,中央災害應變中心
210,2016,172417.83,2592397.36,中央災害應變中心
211,2016,167744.21,2550392.65,中央災害應變中心
212,2016,167337.84,2549414.14,中央災害應變中心
213,2016,162563.78,2552994.82,中央災害應變中心
214,2016,162849.23,2553228.75,中央災害應變中心
215,2016,165044.11,2577461.40,中央災害應變中心
216,2017,303651.76,2772822.30,中央災害應變中心
217,2015,176313.51,2514226.23,經濟部水利署、高雄市政府
218,2015,177658.31,2640081.56,經濟部水利署
219,2015,246507.12,2743870.27,經濟部水利署
220,2015,206508.00,2680969.95,經濟部水利署
221,2015,169714.25,2624450.35,中央災害應變中心
222,2015,168502.62,2623362.62,中央災害應變中心
223,2015,202265.22,2622272.86,經濟部水利署
224,2015,161914.43,2573589.28,經濟部水利署
225,2015,169170.70,2629327.83,經濟部水利署
226,2015,166201.83,2619237.62,經濟部水利署
227,2015,184409.42,2622057.44,經濟部水利署
228,2015,190763.98,2624418.05,經濟部水利署
229,2015,203215.81,2629845.13,經濟部水利署
230,2015,197910.49,2628442.71,中央災害應變中心
231,2015,160510.14,2576749.88,中央災害應變中心
232,2015,196503.00,2565215.43,中央災害應變中心
233,2015,187480.24,2590307.84,經濟部水利署
234,2015,192191.72,2597008.32,經濟部水利署
235,2015,169694.00,2546947.28,中央災害應變中心
236,2015,172333.80,2564459.53,經濟部水利署
237,2015,193928.98,2592563.66,經濟部水利署
238,2015,166951.10,2566613.83,中央災害應變中心
239,2015,180593.20,2593725.60,經濟部水利署
240,2015,172428.21,2592604.46,經濟部水利署
241,2015,305271.17,2767206.75,經濟部水利署
242,2015,306554.62,2764647.21,經濟部水利署
243,2015,302381.00,2769066.33,經濟部水利署
244,2015,302257.65,2763880.23,經濟部水利署
245,2015,305690.30,2771896.80,經濟部水利署
246,2015,302296.48,2766985.69,經濟部水利署
247,2015,300129.38,2766139.36,經濟部水利署
248,2015,302653.23,2766691.27,經濟部水利署
249,2015,302199.40,2763736.05,經濟部水利署
250,2015,301476.45,2761281.12,經濟部水利署
251,2015,302465.22,2766803.81,經濟部水利署
252,2015,302597.61,2766277.81,經濟部水利署
253,2015,300081.96,2773317.68,經濟部水利署
254,2015,301820.69,2773476.61,經濟部水利署
255,2015,302759.88,2772297.88,經濟部水利署
256,2015,298108.45,2769757.52,媒體
257,2015,301992.25,2775824.97,經濟部水利署
258,2015,301543.50,2773866.46,媒體
259,2015,304913.20,2775254.08,經濟部水利署
260,2015,302291.51,2772546.75,經濟部水利署
261,2015,301765.45,2771852.62,媒體
262,2015,301864.05,2771615.39,經濟部水利署
263,2015,301840.55,2773771.44,媒體
264,2015,302287.57,2775827.30,媒體
265,2015,303203.99,2775981.83,媒體
266,2015,294890.52,2766315.52,中央災害應變中心
267,2015,302337.29,2775007.78,經濟部水利署
268,2015,303299.03,2768393.43,經濟部水利署
269,2015,302069.65,2775297.74,經濟部水利署
270,2015,302537.38,2772923.30,經濟部水利署
271,2015,302982.00,2776339.17,經濟部水利署
272,2015,302603.39,2778226.38,經濟部水利署
273,2015,331561.19,2743240.73,經濟部水利署
274,2015,323543.84,2742684.50,經濟部水利署
275,2015,323210.11,2738401.74,經濟部水利署
276,2015,307862.39,2718097.42,中央災害應變中心
277,2015,310116.22,2731626.19,經濟部水利署
278,2015,330923.10,2735298.15,CHT
279,2015,329475.36,2737976.07,CHT
280,2015,330834.57,2740491.25,CHT
281,2015,330043.11,2727376.14,CHT
282,2015,330834.57,2740491.25,CHT
283,2015,300933.60,2715125.79,中央災害應變中心
284,2015,326231.65,2739307.12,中央災害應變中心
285,2015,323882.55,2739863.62,中央災害應變中心
286,2015,327980.67,2746458.72,中央災害應變中心
287,2015,317018.00,2736934.95,中央災害應變中心
288,2015,330146.45,2741452.70,中央災害應變中心
289,2015,330092.32,2727375.09,CHT
290,2015,333460.71,2733479.41,CHT
291,2015,332536.25,2731624.05,CHT
292,2015,323994.75,2739544.67,中央災害應變中心
293,2015,326280.80,2738984.38,中央災害應變中心
294,2015,327994.37,2746816.08,CHT
295,2015,327990.95,2747028.95,CHT
296,2015,326481.78,2739116.62,CHT
297,2015,325928.95,2738293.56,CHT
298,2015,324928.31,2741521.14,CHT
299,2015,332615.31,2744012.63,CHT
300,2015,326714.73,2739137.01,CHT
301,2015,326670.04,2738814.25,CHT
302,2015,330834.57,2740491.25,CHT
303,2015,331007.12,2735332.70,CHT
304,2015,337662.77,2719669.13,CHT
305,2015,326312.18,2738562.45,CHT
306,2015,327244.94,2739408.34,中央災害應變中心
307,2015,326231.65,2739307.12,中央災害應變中心
308,2015,329741.53,2734954.67,CHT
309,2015,329133.94,2735645.94,CHT
310,2015,331007.12,2735332.70,CHT
311,2015,298206.64,2586627.65,中央災害應變中心
312,2015,303587.02,2779312.51,中央災害應變中心
313,2015,278492.30,2764353.45,經濟部水利署
314,2015,298721.40,2588344.17,中央災害應變中心
315,2015,294917.73,2627219.74,經濟部水利署
316,2015,169242.09,2542842.71,經濟部水利署
317,2015,260318.40,2735109.49,經濟部水利署
318,2015,254332.04,2732754.92,經濟部水利署
319,2015,298720.35,2588211.65,經濟部水利署
320,2015,273299.88,2749052.29,經濟部水利署
321,2015,311655.86,2656064.80,經濟部水利署
322,2015,302462.22,2762925.10,CHT
323,2015,302257.65,2763880.23,CHT
324,2015,310978.74,2652040.82,經濟部水利署
325,2015,299493.09,2761057.30,經濟部水利署
326,2015,295641.27,2785150.71,經濟部水利署
327,2015,314789.27,2773185.80,經濟部水利署
328,2015,300880.07,2764823.75,經濟部水利署
329,2015,300439.24,2772840.52,經濟部水利署
330,2015,295068.63,2767582.82,經濟部水利署
331,2015,316736.36,2773763.62,經濟部水利署
332,2015,278550.29,2750321.66,經濟部水利署
333,2015,163027.05,2586707.03,經濟部水利署
334,2015,162964.87,2586603.57,經濟部水利署
335,2015,323426.78,2777866.22,經濟部水利署
336,2015,301301.94,2765820.85,中央災害應變中心
337,2015,316266.75,2773467.91,中央災害應變中心
338,2015,303839.03,2764972.33,中央災害應變中心
339,2015,295641.27,2785150.71,中央災害應變中心
340,2015,300704.87,2759367.11,中央災害應變中心
341,2015,294196.33,2785297.18,中央災害應變中心
342,2015,329413.18,2777840.32,中央災害應變中心
343,2015,314541.80,2772753.80,中央災害應變中心
344,2015,299642.15,2773578.42,中央災害應變中心
345,2015,302497.79,2766864.79,中央災害應變中心
346,2015,312526.30,2771191.82,中央災害應變中心
347,2015,314979.38,2678744.47,中央災害應變中心
348,2015,163598.11,2617252.70,中央災害應變中心
349,2015,302497.79,2766864.79,中央災害應變中心
350,2015,297688.82,2768965.09,中央災害應變中心
351,2015,293357.52,2764288.46,中央災害應變中心
352,2015,305387.03,2749735.66,中央災害應變中心
353,2015,306235.44,2749720.50,中央災害應變中心
354,2015,291203.63,2758297.28,中央災害應變中心
355,2015,180174.59,2591812.47,中央災害應變中心
356,2015,287170.16,2758884.71,中央災害應變中心
357,2015,295781.86,2770942.92,中央災害應變中心
358,2015,278998.01,2753150.70,中央災害應變中心
359,2015,268412.46,2756379.01,中央災害應變中心
360,2015,305675.67,2750580.00,中央災害應變中心
361,2015,316736.36,2773763.62,中央災害應變中心
362,2015,305861.08,2755000.81,中央災害應變中心
363,2015,287410.83,2758400.94,經濟部水利署
364,2015,287132.06,2757506.39,經濟部水利署
365,2015,310752.24,2650700.43,CHT
366,2015,302423.21,2762923.52,CHT
367,2015,310752.24,2650700.43,CHT
368,2015,302423.21,2762923.52,CHT
369,2015,304465.42,2763480.32,CHT
370,2015,310752.24,2650700.43,CHT
371,2015,302423.21,2762923.52,CHT
372,2015,302423.21,2762923.52,CHT
373,2015,310752.24,2650700.43,CHT
374,2015,310752.24,2650700.43,CHT
375,2015,163659.85,2608150.65,CHT
376,2015,310752.24,2650700.43,CHT
377,2015,183486.77,2651437.85,CHT
378,2015,308188.00,2771218.63,CHT
379,2015,306770.04,2770418.06,CHT
380,2015,306654.14,2769118.05,CHT
381,2015,300188.43,2770063.87,CHT
382,2015,300188.43,2770063.87,CHT
383,2015,308800.45,2771003.03,CHT
384,2015,307923.30,2770715.48,CHT
385,2015,302651.12,2778120.92,CHT
386,2015,300699.41,2779012.35,CHT
387,2015,297602.10,2780080.38,CHT
388,2015,305425.11,2771111.68,CHT
389,2015,306891.86,2771894.90,CHT
390,2015,308238.69,2771417.84,CHT
391,2015,309938.51,2653265.01,CHT
392,2015,309817.76,2652261.74,CHT
393,2015,300689.12,2768631.85,CHT
394,2015,298891.74,2781142.26,CHT
395,2015,304212.02,2768438.89,CHT
396,2015,303475.23,2769552.54,CHT
397,2015,301585.47,2772822.56,CHT
398,2015,302841.28,2772114.66,CHT
399,2015,302685.14,2771272.15,CHT
400,2015,305114.41,2768712.66,CHT
401,2015,301585.74,2773967.91,CHT
402,2015,302410.50,2776137.10,CHT
403,2015,303713.23,2779614.95,CHT
404,2015,302033.54,2775794.31,CHT
405,2015,302806.50,2776296.99,CHT
406,2015,302786.17,2776919.06,CHT
407,2015,302410.50,2776137.10,CHT
408,2015,311605.26,2773292.24,CHT
409,2015,309430.95,2773575.18,CHT
410,2015,302054.74,2770805.20,CHT
411,2015,307059.54,2769547.82,CHT
412,2015,304967.85,2765652.58,CHT
413,2015,307059.54,2769547.82,CHT
414,2015,307059.54,2769547.82,CHT
415,2015,304746.43,2774660.05,CHT
416,2015,304746.43,2774660.05,CHT
417,2015,303146.03,2774276.74,CHT
418,2015,307059.54,2769547.82,CHT
419,2015,307059.54,2769547.82,CHT
420,2015,296410.20,2780044.07,CHT
421,2015,295486.72,2785147.10,CHT
422,2015,295597.49,2785191.99,CHT
423,2015,295153.22,2784691.44,CHT
424,2015,294169.90,2785740.94,CHT
425,2015,295970.32,2783754.75,CHT
426,2015,295971.86,2783748.94,CHT
427,2015,296333.06,2782873.15,CHT
428,2015,314541.80,2772753.80,CHT
429,2015,314541.80,2772753.80,CHT
430,2015,302043.92,2767484.28,CHT
431,2015,314645.37,2773522.49,CHT
432,2015,315601.61,2773578.13,CHT
433,2015,313985.00,2772871.86,CHT
434,2015,296724.08,2774900.67,CHT
435,2015,297400.23,2775179.43,CHT
436,2015,299777.59,2760641.54,CHT
437,2015,297624.28,2775282.76,CHT
438,2015,296790.72,2775743.83,CHT
439,2015,297383.95,2774960.63,CHT
440,2015,303109.90,2761799.55,CHT
441,2015,304992.97,2762212.49,CHT
442,2015,303839.03,2764972.33,CHT
443,2015,303839.03,2764972.33,CHT
444,2015,301941.80,2761657.99,CHT
445,2015,304277.04,2763991.81,CHT
446,2015,304332.84,2761110.95,CHT
447,2015,302200.84,2766256.39,CHT
448,2015,300455.89,2764939.94,CHT
449,2015,298622.16,2766869.75,CHT
450,2015,311936.51,2657439.53,CHT
451,2015,315575.04,2669690.47,CHT
452,2015,314082.73,2654369.05,CHT
453,2015,324999.34,2780331.38,CHT
454,2015,323116.88,2782875.24,CHT
455,2015,294961.99,2776198.53,CHT
456,2015,293836.26,2775854.07,CHT
457,2015,294405.93,2775174.74,CHT
458,2015,301933.30,2767019.78,CHT
459,2015,301933.30,2767019.78,CHT
460,2015,293046.31,2773749.31,CHT
461,2015,298989.10,2765446.31,CHT
462,2015,300740.35,2765387.86,CHT
463,2015,298989.10,2765446.31,CHT
464,2015,301496.00,2765400.76,CHT
465,2015,299961.57,2765044.69,CHT
466,2015,300545.85,2765707.07,CHT
467,2015,299072.81,2766090.38,CHT
468,2015,296323.54,2782628.00,經濟部水利署
469,2015,309113.37,2763955.81,經濟部水利署
470,2015,310147.66,2774587.99,經濟部水利署
471,2015,294325.73,2763898.08,經濟部水利署
472,2015,301933.30,2767019.78,CHT
473,2015,301933.30,2767019.78,CHT
474,2015,316584.59,2774002.01,CHT
475,2015,315928.95,2773294.02,CHT
476,2015,297058.69,2765248.00,CHT
477,2015,298798.78,2765946.13,CHT
478,2015,295065.13,2773048.30,CHT
479,2015,298989.10,2765446.31,CHT
480,2015,313713.51,2773781.96,CHT
481,2015,296925.66,2767945.24,CHT
482,2015,296087.77,2767253.65,CHT
483,2015,298038.07,2767338.60,CHT
484,2015,317459.14,2774918.12,CHT
485,2015,320809.63,2759074.79,CHT
486,2015,292966.81,2761890.24,CHT
487,2015,287201.82,2759470.86,CHT
488,2015,298622.16,2766869.75,CHT
489,2015,298622.16,2766869.75,CHT
490,2015,295638.10,2770288.11,CHT
491,2015,296404.01,2770307.67,CHT
492,2015,294771.61,2771337.43,CHT
493,2015,292122.40,2764289.77,CHT
494,2015,293359.17,2765599.15,CHT
495,2015,292212.73,2764468.18,CHT
496,2015,297249.70,2775789.10,CHT
497,2015,297166.87,2774379.76,CHT
498,2015,292191.00,2763535.33,CHT
499,2015,291814.36,2763648.64,CHT
500,2015,290424.28,2761716.88,CHT
501,2015,289544.22,2761667.26,CHT
502,2015,304353.16,2761154.89,CHT
503,2015,304849.73,2762035.05,CHT
504,2015,304746.26,2763509.02,CHT
505,2015,305295.74,2760560.89,CHT
506,2015,296522.02,2767885.16,CHT
507,2015,293732.48,2765161.55,CHT
508,2015,296580.36,2780910.94,CHT
509,2015,298236.44,2768442.09,CHT
510,2015,304508.22,2764163.48,中央災害應變中心
511,2015,292119.77,2769417.32,中央災害應變中心
512,2015,300663.50,2761154.49,CHT
513,2015,295378.23,2769758.17,中央災害應變中心
514,2015,295378.23,2769758.17,CHT
515,2015,302203.37,2763773.42,CHT
516,2015,304181.73,2764003.76,CHT
517,2015,301629.28,2761140.57,CHT
518,2015,302387.11,2763055.73,CHT
519,2015,303587.24,2764634.04,經濟部水利署
520,2015,321793.38,2777763.61,中央災害應變中心
521,2015,324307.46,2776328.95,中央災害應變中心
522,2015,327174.77,2780140.40,中央災害應變中心
523,2015,323001.26,2779157.42,中央災害應變中心
524,2015,319422.51,2774735.34,中央災害應變中心
525,2015,320791.81,2781854.02,中央災害應變中心
526,2015,319581.40,2774661.16,中央災害應變中心
527,2015,319581.40,2774661.16,中央災害應變中心
528,2015,324311.85,2776336.44,中央災害應變中心
529,2015,319378.02,2774382.90,中央災害應變中心
530,2015,322140.58,2781432.02,中央災害應變中心
531,2015,327974.58,2782736.33,中央災害應變中心
532,2015,319585.07,2775175.02,中央災害應變中心
533,2015,319172.44,2775076.40,中央災害應變中心
534,2015,319485.43,2774543.81,中央災害應變中心
535,2015,323529.04,2777975.75,中央災害應變中心
536,2015,321855.69,2777886.45,中央災害應變中心
537,2015,303378.46,2779266.46,中央災害應變中心
538,2015,287136.67,2754742.48,中央災害應變中心
539,2015,301924.79,2753470.45,中央災害應變中心
540,2015,303976.43,2764958.06,中央災害應變中心
541,2015,304230.14,2755792.53,中央災害應變中心
542,2015,287462.74,2758532.29,中央災害應變中心
543,2015,303907.57,2764809.66,中央災害應變中心
544,2015,303871.55,2764576.70,中央災害應變中心
545,2015,316287.98,2764940.66,中央災害應變中心
546,2015,289969.60,2758397.91,中央災害應變中心
547,2015,286952.53,2756939.45,中央災害應變中心
548,2015,295641.27,2785150.71,中央災害應變中心
549,2015,284913.30,2754126.88,中央災害應變中心
550,2015,285974.39,2770557.09,中央災害應變中心
551,2015,278826.30,2751919.92,中央災害應變中心
552,2015,281710.87,2761850.35,中央災害應變中心
553,2015,282317.13,2763002.99,中央災害應變中心
554,2015,279707.91,2757485.56,中央災害應變中心
555,2015,286119.96,2771534.60,中央災害應變中心
556,2015,278067.23,2764496.56,中央災害應變中心
557,2015,273124.51,2757031.64,中央災害應變中心
558,2015,267999.76,2742554.83,中央災害應變中心
559,2015,286119.96,2771534.60,中央災害應變中心
560,2015,286897.76,2768032.53,中央災害應變中心
561,2015,271263.13,2756235.28,中央災害應變中心
562,2015,279274.55,2758189.48,中央災害應變中心
563,2015,312189.03,2654169.38,中央災害應變中心
564,2015,194187.17,2597688.22,中央災害應變中心
565,2015,177357.26,2504160.91,中央災害應變中心
566,2015,163546.52,2586463.71,中央災害應變中心
567,2015,311671.97,2650821.05,CHT
568,2015,179381.46,2518790.81,CHT
569,2015,178184.96,2514207.63,經濟部水利署
570,2015,179139.07,2525142.51,經濟部水利署
571,2015,178075.48,2521910.34,經濟部水利署
572,2015,184257.41,2519046.45,經濟部水利署
573,2015,171047.01,2522260.81,經濟部水利署
574,2015,176873.36,2498705.67,經濟部水利署
575,2015,167808.32,2542792.82,經濟部水利署
576,2015,159274.68,2559770.26,經濟部水利署
577,2015,288259.19,2769430.70,中央災害應變中心
578,2015,296363.83,2781851.59,中央災害應變中心
579,2015,274056.23,2751977.49,中央災害應變中心
580,2015,182475.11,2651324.07,中央災害應變中心
581,2015,287016.74,2773998.27,中央災害應變中心
582,2015,161596.91,2612873.29,媒體
583,2015,279497.01,2764946.73,中央災害應變中心
584,2015,274220.64,2758068.30,中央災害應變中心
585,2015,296374.04,2782095.83,中央災害應變中心
586,2015,275021.12,2681677.76,中央災害應變中心
587,2015,285787.59,2772706.98,中央災害應變中心
588,2015,249909.09,2706590.84,中央災害應變中心
589,2015,302257.65,2763880.23,CHT
590,2015,293130.13,2764425.19,中央災害應變中心
591,2015,302461.21,2762925.09,CHT
592,2015,329475.36,2737976.07,CHT
593,2015,326718.53,2740657.75,CHT
594,2015,326481.78,2739116.62,CHT
595,2015,333514.98,2732413.70,CHT
596,2015,321897.83,2758893.84,經濟部水利署
597,2015,304230.14,2755792.53,經濟部水利署
598,2015,305078.25,2773901.61,媒體
